词语	词频	词性
eye	31	英文
saved	31	英文
status	31	英文
holding	31	英文
efficient	31	英文
cope	31	英文
smile	31	英文
grow	31	英文
notice	31	英文
essex	31	英文
sun	31	英文
write	31	英文
tougher	31	英文
postponed	31	英文
fitness	31	英文
closer	31	英文
concern	31	英文
chat	31	英文
humans	31	英文
delayed	31	英文
confirm	31	英文
arrived	31	英文
comment	31	英文
brighton	31	英文
appreciate	31	英文
informed	31	英文
mix	31	英文
prof	31	英文
15th	31	数词
15th	31	英文
administered	31	英文
individual	31	英文
greater	31	英文
asthma	31	英文
longcovid	31	英文
queen	31	英文
inthistogether	31	英文
overwhelmed	31	英文
corruption	31	英文
roadmap	31	英文
program	30	英文
tier4lockdown	30	英文
blog	30	英文
rolled	30	英文
direct	30	英文
awareness	30	英文
shambles	30	英文
actions	30	英文
helps	30	英文
hot	30	英文
mutations	30	英文
music	30	英文
peak	30	英文
certain	30	英文
colleague	30	英文
damn	30	英文
price	30	英文
pathetic	30	英文
tweets	30	英文
carry	30	英文
six	30	英文
spend	30	英文
court	30	英文
active	30	英文
among	30	英文
retail	30	英文
thankful	30	英文
therefore	30	英文
voted	30	英文
secondary	30	英文
arse	30	英文
capital	30	英文
inequalities	30	英文
youth	30	英文
streets	30	英文
dog	30	英文
spot	30	英文
trusted	30	英文
language	30	英文
plasma	30	英文
cure	30	英文
significant	30	英文
invited	30	英文
growth	30	英文
relevant	30	英文
inquiry	30	英文
powerful	30	英文
clubs	30	英文
mins	30	英文
achievement	30	英文
spring	30	英文
knowledge	30	英文
journey	30	英文
army	30	英文
rich	30	英文
tuesday	30	英文
pfizervaccine	29	英文
virtual	29	英文
easier	29	英文
sister	29	英文
considering	29	英文
version	29	英文
ignore	29	英文
passes	29	英文
dark	29	英文
joined	29	英文
gift	29	英文
forces	29	英文
ground	29	英文
reduced	29	英文
holidays	29	英文
cabinet	29	英文
savelives	29	英文
eligible	29	英文
cough	29	英文
heading	29	英文
sometimes	29	英文
learned	29	英文
zoom	29	英文
station	29	英文
trade	29	英文
easily	29	英文
lowest	29	英文
five	29	英文
23	29	数词
shared	29	英文
ignored	29	英文
misinformation	29	英文
speed	29	英文
scared	29	英文
royal	29	英文
calls	29	英文
perfect	29	英文
fingers	29	英文
horrific	29	英文
perspective	29	英文
getvaccinated	29	英文
handsfacespace	29	英文
authorities	29	英文
antibody	29	英文
boy	29	英文
income	29	英文
beer	29	英文
included	29	英文
itu	29	英文
partnership	29	英文
edwardjdavey	28	英文
joebiden	28	英文
blair	28	英文
exposed	28	英文
badly	28	英文
strains	28	英文
turns	28	英文
released	28	英文
contagious	28	英文
billion	28	英文
closure	28	英文
falling	28	英文
asap	28	英文
56	28	数词
existing	28	英文
rid	28	英文
turning	28	英文
rain	28	英文
construction	28	英文
created	28	英文
pray	28	英文
prayers	28	英文
speedy	28	英文
insight	28	英文
lol	28	英文
voice	28	英文
church	28	英文
amongst	28	英文
mps	28	英文
everybody	28	英文
mail	28	英文
development	28	英文
statistics	28	英文
bullshit	28	英文
store	28	英文
cmoengland	28	英文
damage	28	英文
player	28	英文
telegraph	28	英文
progress	28	英文
grants	28	英文
blue	28	英文
writing	28	英文
fly	28	英文
range	28	英文
okay	28	英文
guernsey	28	英文
celebrate	28	英文
fined	28	英文
minority	28	英文
force	28	英文
18	28	数词
pre	28	英文
successful	28	英文
shout	28	英文
attend	28	英文
experiences	28	英文
denying	28	英文
attack	28	英文
remote	28	英文
thursday	28	英文
brain	28	英文
additional	28	英文
reasonable	28	英文
supposed	27	英文
tony	27	英文
kept	27	英文
former	27	英文
stuck	27	英文
sit	27	英文
solution	27	英文
david	27	英文
pheuk	27	英文
straight	27	英文
starts	27	英文
alert	27	英文
approval	27	英文
pfizerbiontech	27	英文
everyday	27	英文
genuinely	27	英文
quiet	27	英文
shall	27	英文
desperate	27	英文
text	27	英文
nose	27	英文
wishing	27	英文
professional	27	英文
fab	27	英文
develop	27	英文
tesco	27	英文
attending	27	英文
heating	27	英文
innovation	27	英文
phase	27	英文
debate	27	英文
irresponsible	27	英文
sound	27	英文
looked	27	英文
suggests	27	英文
recovering	27	英文
regular	27	英文
protected	27	英文
opinion	27	英文
chris	27	英文
production	27	英文
mobile	27	英文
mayor	27	英文
volunteering	26	英文
bloke	26	英文
spreads	26	英文
briefings	26	英文
scientist	26	英文
thailand	26	英文
bunch	26	英文
furlough	26	英文
becomes	26	英文
professionals	26	英文
democracy	26	英文
count	26	英文
hug	26	英文
bollocks	26	英文
2019	26	数词
facebook	26	英文
eve	26	英文
contain	26	英文
tunnel	26	英文
keeps	26	英文
art	26	英文
2000	26	数词
airport	26	英文
fail	26	英文
worldwide	26	英文
multiple	26	英文
treatments	26	英文
wondering	26	英文
strict	26	英文
universities	26	英文
deniers	26	英文
wee	26	英文
65	26	数词
rubbish	26	英文
hotel	26	英文
condolences	26	英文
personally	26	英文
reached	26	英文
17	26	数词
pleasure	26	英文
physical	26	英文
sites	26	英文
goodness	26	英文
injection	26	英文
caring	26	英文
ending	26	英文
stress	26	英文
baby	26	英文
adult	26	英文
covid19tests	26	英文
misleading	26	英文
push	26	英文
jeremyhunt	26	英文
reassuring	26	英文
collect	26	英文
covidchristmas	25	英文
channel	25	英文
wtf	25	英文
brother	25	英文
cancel	25	英文
profit	25	英文
clown	25	英文
transition	25	英文
reducing	25	英文
include	25	英文
usually	25	英文
announce	25	英文
basically	25	英文
driver	25	英文
impacts	25	英文
stadium	25	英文
forced	25	英文
journalist	25	英文
secure	25	英文
detected	25	英文
achieve	25	英文
setting	25	英文
manage	25	英文
eh	25	英文
yours	25	英文
informative	25	英文
struggle	25	英文
produced	25	英文
normally	25	英文
fmwales	25	英文
gas	25	英文
officially	25	英文
wishes	25	英文
medicine	25	英文
accept	25	英文
supermarket	25	英文
york	25	英文
planned	25	英文
drug	25	英文
seven	25	英文
tips	25	英文
funded	25	英文
developed	25	英文
27	25	数词
gyms	25	英文
career	25	英文
un	25	英文
table	25	英文
significantly	25	英文
vitamin	25	英文
pandemics	25	英文
thousand	25	英文
privilege	25	英文
covid19cyprus	25	英文
july	25	英文
wider	25	英文
elections	25	英文
senior	25	英文
immunisation	25	英文
100k	25	数词
100k	25	英文
schoolclosures	25	英文
protectthenhs	25	英文
investment	25	英文
festival	25	英文
benefits	24	英文
10000	24	数词
pick	24	英文
supermarkets	24	英文
realdonaldtrump	24	英文
fed	24	英文
households	24	英文
ignoring	24	英文
faces	24	英文
bachelorlife	24	英文
source	24	英文
type	24	英文
terms	24	英文
hoax	24	英文
scam	24	英文
reaction	24	英文
joy	24	英文
claiming	24	英文
plenty	24	英文
travellers	24	英文
laugh	24	英文
proof	24	英文
horrendous	24	英文
scaremongering	24	英文
slightly	24	英文
committee	24	英文
supplies	24	英文
cash	24	英文
direction	24	英文
considered	24	英文
impressive	24	英文
excess	24	英文
illegal	24	英文
unnecessary	24	英文
mouth	24	英文
administer	24	英文
curve	24	英文
lord	24	英文
exempt	24	英文
pop	24	英文
inspired	24	英文
warned	24	英文
puts	24	英文
tier5	24	英文
madness	24	英文
breaks	24	英文
matters	24	英文
faith	24	英文
solidarity	24	英文
crossed	24	英文
lady	24	英文
introduced	24	英文
kits	24	英文
teamwork	24	英文
military	24	英文
value	24	英文
outdoor	24	英文
coronavirustests	24	英文
5th	24	数词
5th	24	英文
potentially	24	英文
pls	24	英文
appalling	24	英文
met	24	英文
improve	24	英文
memory	24	英文
workforce	24	英文
workplace	24	英文
sadiqkhan	24	英文
panel	24	英文
birmingham	24	英文
stronger	23	英文
younger	23	英文
king	23	英文
nightingale	23	英文
clue	23	英文
achieved	23	英文
banned	23	英文
explains	23	英文
26	23	数词
linked	23	英文
fines	23	英文
keir	23	英文
upon	23	英文
limit	23	英文
factors	23	英文
chair	23	英文
panic	23	英文
mostly	23	英文
marr	23	英文
joining	23	英文
growing	23	英文
sports	23	英文
mid	23	英文
passenger	23	英文
college	23	英文
ends	23	英文
parties	23	英文
finished	23	英文
fan	23	英文
enter	23	英文
updayuk	23	英文
ignorant	23	英文
downingstreetbriefing	23	英文
sunak	23	英文
inevitable	23	英文
unprecedented	23	英文
passengers	23	英文
dorset	23	英文
began	23	英文
discovered	23	英文
largest	23	英文
operation	23	英文
worn	23	英文
nightmare	23	英文
socially	23	英文
locally	23	英文
shocked	23	英文
broke	23	英文
mistake	23	英文
patel	23	英文
fill	23	英文
breach	23	英文
bringing	23	英文
recommend	23	英文
fascinating	23	英文
knowing	23	英文
map	23	英文
visited	23	英文
circumstances	23	英文
sitting	23	英文
outstanding	23	英文
easter	23	英文
basis	23	英文
passing	23	英文
midnight	23	英文
union	23	英文
exciting	23	英文
80000	23	数词
disgraceful	23	英文
ventilation	23	英文
begins	23	英文
massively	23	英文
cup	23	英文
boiler	23	英文
tackle	23	英文
thru	23	英文
storm	23	英文
environment	23	英文
clinically	23	英文
ages	23	英文
mentalhealthmatters	23	英文
forever	23	英文
heathrowairport	23	英文
passport	23	英文
visitors	23	英文
bought	22	英文
block	22	英文
inequality	22	英文
killer	22	英文
mutant	22	英文
rapidly	22	英文
raising	22	英文
irish	22	英文
affect	22	英文
billions	22	英文
admissions	22	英文
kills	22	英文
onto	22	英文
3m	22	数词
3m	22	英文
hardly	22	英文
remind	22	英文
placed	22	英文
coverage	22	英文
testandtrace	22	英文
uklabour	22	英文
decide	22	英文
journalists	22	英文
thankfully	22	英文
recovered	22	英文
thesnp	22	英文
gt	22	英文
listened	22	英文
welshgovernment	22	英文
crucial	22	英文
harder	22	英文
indian	22	英文
collection	22	英文
land	22	英文
fabulous	22	英文
nicola	22	英文
whose	22	英文
boost	22	英文
antibodies	22	英文
hall	22	英文
lab	22	英文
systems	22	英文
kick	22	英文
japan	22	英文
wise	22	英文
housing	22	英文
communication	22	英文
edinburgh	22	英文
exhausted	22	英文
corbyn	22	英文
depression	22	英文
dropping	22	英文
dedication	22	英文
drugs	22	英文
lets	22	英文
yep	22	英文
proven	22	英文
outdoors	22	英文
ten	22	英文
72	22	数词
prioritised	22	英文
urgently	22	英文
ambulance	22	英文
cleaning	22	英文
brave	22	英文
sat	22	英文
thats	22	英文
providers	22	英文
homeschooling	22	英文
gspca	22	英文
criminal	21	英文
peoples	21	英文
prison	21	英文
moderna	21	英文
reuters	21	英文
weren	21	英文
flying	21	英文
policescotland	21	英文
injections	21	英文
spending	21	英文
primeminister	21	英文
bekind	21	英文
standard	21	英文
conversation	21	英文
favourite	21	英文
tour	21	英文
lied	21	英文
humanity	21	英文
main	21	英文
independence	21	英文
predicted	21	英文
lads	21	英文
provided	21	英文
intensive	21	英文
german	21	英文
swab	21	英文
authority	21	英文
propaganda	21	英文
ethnic	21	英文
limited	21	英文
neither	21	英文
spaces	21	英文
animals	21	英文
derby	21	英文
activity	21	英文
celebrating	21	英文
remarkable	21	英文
morningcommute	21	英文
slowly	21	英文
fewer	21	英文
faced	21	英文
orders	21	英文
increasing	21	英文
purpose	21	英文
maintain	21	英文
technology	21	英文
torycorruption	21	英文
husband	21	英文
summary	21	英文
mrna	21	英文
highlighting	21	英文
keyworkers	21	英文
announces	21	英文
disappointed	21	英文
wight	21	英文
designed	21	英文
distribution	21	英文
clap	21	英文
implemented	21	英文
load	21	英文
favour	21	英文
exist	21	英文
arrivals	21	英文
provides	21	英文
repairs	21	英文
doctoroxford	21	英文
8th	21	数词
8th	21	英文
inspirational	21	英文
footballers	21	英文
devon	21	英文
appreciated	21	英文
effectiveness	21	英文
director	21	英文
tourism	21	英文
33	21	数词
vaccinator	21	英文
serco	21	英文
cross	20	英文
christ	20	英文
agenda	20	英文
warm	20	英文
ensuring	20	英文
beach	20	英文
piers	20	英文
messaging	20	英文
dream	20	英文
shots	20	英文
sea	20	英文
mates	20	英文
blind	20	英文
poem	20	英文
appropriate	20	英文
bubbles	20	英文
region	20	英文
isolated	20	英文
piss	20	英文
decent	20	英文
skills	20	英文
wall	20	英文
